"ONTOLOGY" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"BP" "GO:0061138" "morphogenesis of a branching epithelium" "31/334" "110/9111" 1.23433793294391e-19 1.27650217243049e-17 6.76294809418482e-18 "HGF/FGFR2/FGF10/TP63/PGR/ESR1/SOX10/MET/HOXA13/VEGFA/SOX9/KDR/SMO/HOXD11/HOXD13/FOXA1/KRAS/NKX2-1/MYC/YAP1/SFRP2/RSPO3/PAK1/HOXB13/LRP5/FRS2/CTNNB1/WT1/PBX1/SRC/NOTCH4" 31
"BP" "GO:0001667" "ameboidal-type cell migration" "45/334" "248/9111" 1.2361641832915e-19 1.27650217243049e-17 6.76294809418482e-18 "FLT4/PIK3CB/HDAC7/FGF10/CDC42/MAP4K4/FGF4/FGFR1/SOX10/PDGFB/HIF1A/ARHGAP5/PIK3CG/MET/GATA3/NHERF1/VEGFA/FOXP1/NFE2L2/AKT3/PIK3CA/PLCG1/SOX9/ID1/RRAS/KDR/SMO/PPARG/KLF4/IQGAP1/AKT1/GNA12/KIT/BRAF/LRP5/FGF19/DDR2/CDH2/PIK3CD/CALR/PTPN11/IRS2/EPHB4/SRC/TMSB4X" 45
"BP" "GO:0030855" "epithelial cell differentiation" "60/334" "443/9111" 2.52315418430625e-19 2.53868128697891e-17 1.34500121835489e-17 "WWTR1/ROS1/FGFR2/FGF10/CDC42/TP63/PGR/ESR1/PDGFB/HIF1A/KLF5/IKBKB/AKT2/CDK6/MET/HOXA13/RHEB/GATA3/NHERF1/CCND1/GLI1/VEGFA/MYCL/CREB1/CXCR4/NCOA3/SOX9/RAP1B/KDR/SMO/FOXA1/RARA/PPARG/KRAS/NOTCH2/IL6ST/NKX2-1/KLF4/YAP1/IQGAP1/GATA6/AKT1/ZEB1/NRG1/HOXB13/HEY1/FRS2/CTNNB1/MAP2K1/CDH2/MYD88/ETV4/FOXL2/POU3F2/WT1/HDAC2/SRC/NTRK1/MAFB/NOTCH4" 60
"BP" "GO:0002521" "leukocyte differentiation" "55/334" "376/9111" 2.69226947564059e-19 2.64111635560342e-17 1.39927163536583e-17 "CD79B/GAB2/HDAC4/TFE3/BCL3/CDC42/FCGR2B/SMARCE1/CDH17/YY1/LYL1/CDK6/GATA3/VEGFA/BCL6/FOXP1/KMT2A/CREB1/MYB/FLT3/INHBA/CCR7/RRAS/RARA/PPARG/NOTCH2/KAT7/MYC/IRF4/STAT4/CUL4A/ERBB2/VAV1/ITPKB/ZEB1/KIT/BRAF/IKZF3/JAK1/SYK/STAT6/CTNNB1/IL7R/PIK3CD/MYD88/FES/PBX1/MITF/PAX5/SRC/CARD11/NTRK1/MAFB/PRKDC/LYN" 55
"BP" "GO:0001568" "blood vessel development" "57/334" "405/9111" 3.59907096699332e-19 3.44457426206873e-17 1.824946125754e-17 "FLT4/PIK3CB/HDAC7/FGFR2/FGF10/NOTCH3/AGO1/CRKL/MAPK1/PDGFB/HIF1A/KLF5/FLT1/LYL1/PIK3CG/HOXA13/COL1A1/GAB1/FGF6/VEGFA/NFE2L2/AKT3/PIK3CA/CXCR4/PLCG1/ID1/RRAS/KDR/SMO/PPARG/NOTCH2/PDGFRA/MDM2/KLF4/YAP1/GATA6/ERBB2/AKT1/SFRP2/RSPO3/NTRK2/HMGA2/EPHB1/HOXB13/LRP5/JAK1/TERT/HEY1/SYK/CTNNB1/MAP2K1/CDH2/PIK3CD/DDIT3/WT1/EPHB4/NOTCH4" 57
"BP" "GO:0002009" "morphogenesis of an epithelium" "49/334" "306/9111" 6.39497860056065e-19 5.97473714966666e-17 3.16543426970107e-17 "HGF/FGFR2/FGF10/CDC42/PRKACA/TP63/PGR/ESR1/SOX10/HIF1A/SALL4/MET/HOXA13/GATA3/NHERF1/VEGFA/FOXP1/CXCR4/SOX9/KDR/SMO/HOXD11/HOXD13/FOXA1/RARA/KRAS/NOTCH2/EPHA7/NKX2-1/KLF4/MYC/YAP1/LGR5/FOXN4/SFRP2/RSPO3/EGFR/PAK1/SKI/HOXB13/LRP5/FRS2/CTNNB1/PIK3CD/MLLT3/WT1/PBX1/SRC/NOTCH4" 49
"BP" "GO:0051897" "positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction" "29/334" "100/9111" 8.14234196254363e-19 7.43036043279563e-17 3.9366279990266e-17 "IGF1/HGF/PIK3CB/ERBB3/FGFR1/HSP90AA1/JAK2/PDGFB/FLT1/PIK3CG/GATA3/PIK3CA/FLT3/SOX9/CCR7/HIP1/KDR/PDGFRA/IGF1R/EGFR/NTRK2/KIT/DDR2/RICTOR/IGF2/INSR/PIK3CD/SRC/NTRK1" 29
"BP" "GO:0042110" "T cell activation" "51/334" "335/9111" 1.09297479903729e-18 9.74734798050528e-17 5.16417518683886e-17 "FYN/WAS/IGF1/BCL3/FCGR2B/SMARCE1/JAK2/CD276/TYK2/CDK6/PIK3CG/GATA3/CCND3/BCL6/FOXP1/KMT2A/MYB/CD274/PIK3CA/CCR7/RAC2/RARA/IL6ST/IRF4/STAT4/CUL4A/ERBB2/VAV1/AKT1/ABL2/ITPKB/ZEB1/KIT/BRAF/IKZF3/JAK1/NCSTN/SYK/STAT6/IGF2/CTNNB1/IL7R/PIK3CD/YES1/PTPN11/SRC/PDCD1LG2/CARD11/MAFB/PRKDC/LYN" 51
"BP" "GO:0050678" "regulation of epithelial cell proliferation" "40/334" "208/9111" 1.79559882198062e-18 1.5657621727671e-16 8.29545654599232e-17 "IGF1/FLT4/FGFR2/FGF10/CDC42/TP63/FGFR1/PGR/PDGFB/HIF1A/FLT1/CDK6/GATA3/CCND1/GLI1/VEGFA/AKT3/PLCG1/SOX9/KDR/SMO/PPARG/NOTCH2/CDK4/MYC/YAP1/ERBB2/AKT1/SFRP2/EGFR/ZEB1/RICTOR/FRS2/IGF2/CTNNB1/PIK3CD/SOX2/IRS2/NRAS/PRKDC" 40
"BP" "GO:0002064" "epithelial cell development" "31/334" "120/9111" 2.02430819179691e-18 1.72682290100241e-16 9.148761278716e-17 "ROS1/TP63/PGR/ESR1/PDGFB/HIF1A/KLF5/IKBKB/CDK6/MET/HOXA13/RHEB/VEGFA/CXCR4/SOX9/RAP1B/KDR/SMO/FOXA1/RARA/NOTCH2/IL6ST/YAP1/IQGAP1/AKT1/HOXB13/FRS2/CDH2/MYD88/SRC/NTRK1" 31
"BP" "GO:0051896" "regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction" "32/334" "129/9111" 2.08174186445626e-18 1.7380329949205e-16 9.20815270392185e-17 "IGF1/HGF/PIK3CB/ERBB3/FGFR1/HSP90AA1/JAK2/PDGFB/FLT1/PIK3CG/GATA3/NHERF1/PIK3CA/FLT3/SOX9/CCR7/RRAS/HIP1/KDR/PDGFRA/IGF1R/EGFR/NTRK2/KIT/DDR2/RICTOR/IGF2/INSR/PIK3CD/DDIT3/SRC/NTRK1" 32
"BP" "GO:0071417" "cellular response to organonitrogen compound" "52/334" "365/9111" 9.41860972574601e-18 7.69971345079737e-16 4.07933206323429e-16 "FYN/IGF1/PRKACA/FCGR2B/GNB1/GNAS/JAK2/CRKL/MAPK1/TRIB3/AKT2/TYK2/PIK3CG/SHOC2/COL1A1/NHERF1/GAB1/NFE2L2/RRAGC/BCL11A/PIK3CA/CXCR4/INHBA/SOX9/RAP1B/DNMT1/RAF1/PPARG/PDGFRA/MDM2/NCOA2/IGF1R/AKT1/EGFR/NTRK2/ZEB1/JAK1/DDR2/NCSTN/PRKCI/STAT6/IGF2/CTNNB1/INSR/PTPN11/WT1/IRS2/PTPN1/HDAC2/SRC/PRKDC/LYN" 52
"BP" "GO:0070371" "ERK1 and ERK2 cascade" "37/334" "186/9111" 1.15693523081666e-17 9.26492621576442e-16 4.90858663987733e-16 "IGF1/FLT4/ROS1/FGFR2/FGFR3/FGF10/FGF4/CRKL/MAPK1/PDGFB/NHERF1/FGF23/INHBA/SOX9/CCR7/RRAS/MAP2K2/RAP1B/KDR/NOTCH2/PDGFRA/EPHA7/MYC/ERBB2/EGFR/EPHB1/NRG1/BRAF/FGF19/SYK/FRS2/MAP2K1/PTPN11/PTPN1/SRC/NTRK1/LYN" 37
"BP" "GO:1903131" "mononuclear cell differentiation" "46/334" "294/9111" 2.17464321689722e-17 1.70665999662094e-15 9.04193758604634e-16 "CD79B/HDAC4/BCL3/FCGR2B/SMARCE1/CDH17/YY1/LYL1/CDK6/GATA3/VEGFA/BCL6/FOXP1/KMT2A/MYB/FLT3/INHBA/CCR7/RARA/PPARG/NOTCH2/KAT7/MYC/IRF4/STAT4/ERBB2/VAV1/ITPKB/ZEB1/KIT/BRAF/IKZF3/JAK1/SYK/STAT6/CTNNB1/IL7R/PIK3CD/FES/PBX1/PAX5/CARD11/NTRK1/MAFB/PRKDC/LYN" 46
"BP" "GO:0061614" "miRNA transcription" "20/334" "46/9111" 2.58037852378808e-17 1.98537359359694e-15 1.05185708658028e-15 "ESR1/PDGFB/HIF1A/YY1/KLF5/GATA3/DDX5/MYB/SOX9/FOXA1/RARA/PPARG/MYCN/KLF4/MYC/GATA6/EGFR/TERT/JUN/WT1" 20
"BP" "GO:1901699" "cellular response to nitrogen compound" "52/334" "378/9111" 4.40121463313108e-17 3.32122427315507e-15 1.75959491911617e-15 "FYN/IGF1/PRKACA/FCGR2B/GNB1/GNAS/JAK2/CRKL/MAPK1/TRIB3/AKT2/TYK2/PIK3CG/SHOC2/COL1A1/NHERF1/GAB1/NFE2L2/RRAGC/BCL11A/PIK3CA/CXCR4/INHBA/SOX9/RAP1B/DNMT1/RAF1/PPARG/PDGFRA/MDM2/NCOA2/IGF1R/AKT1/EGFR/NTRK2/ZEB1/JAK1/DDR2/NCSTN/PRKCI/STAT6/IGF2/CTNNB1/INSR/PTPN11/WT1/IRS2/PTPN1/HDAC2/SRC/PRKDC/LYN" 52
"BP" "GO:0010634" "positive regulation of epithelial cell migration" "26/334" "91/9111" 8.33194205944926e-17 6.16878125307149e-15 3.26823943742051e-15 "FLT4/PIK3CB/HDAC7/FGF10/MAP4K4/FGFR1/PDGFB/HIF1A/ARHGAP5/PIK3CG/MET/GATA3/VEGFA/FOXP1/NFE2L2/AKT3/PLCG1/SOX9/RRAS/KDR/AKT1/PIK3CD/CALR/IRS2/SRC/TMSB4X" 26
"BP" "GO:0060284" "regulation of cell development" "59/334" "487/9111" 1.17823904438791e-16 8.43522042679113e-15 4.46900593994111e-15 "IGF1/TFE3/FCGR2B/SMARCE1/MAP3K13/KAT6A/AURKA/SOX10/HIF1A/IKBKB/CDK6/RHEB/GATA3/VEGFA/BCL6/FOXP1/MPL/CREB1/MYB/CSF3R/BCL11A/CXCR4/INHBA/MAP2K2/SMO/RARA/KRAS/NOTCH2/IL6ST/EPHA7/MYC/IRF4/YAP1/CUL4A/ERBB2/AKT1/ITPKB/NTRK2/ZEB1/KIT/BRAF/SKI/IKZF3/PRKCI/HEY1/SYK/CTNNB1/IL7R/MAP2K1/CDH4/PLAG1/FES/MITF/HDAC2/CARD11/MAFB/ETV5/PRKDC/LYN" 59
"BP" "GO:0045859" "regulation of protein kinase activity" "43/334" "269/9111" 1.18230663474392e-16 8.43522042679113e-15 4.46900593994111e-15 "IGF1/WWTR1/PIK3CB/ERBB3/LRP6/MAP3K13/FGFR1/HSP90AA1/JAK2/PDGFB/TCL1A/TRIB3/FLT1/CCNE1/PIK3CG/NHERF1/CCND1/CCND3/VEGFA/CCND2/FLT3/CCR7/MAP2K2/PPARG/IQGAP1/ERBB2/AKT1/EGFR/CCNB3/PAK1/HMGA2/NRG1/KIT/LRP5/DDR2/MAP2K1/INSR/PTPN1/SRC/TRIM27/TCL1B/MTCP1/LYN" 43
"BP" "GO:0060322" "head development" "55/334" "431/9111" 1.48731955993717e-16 1.04218606307026e-14 5.5215340805938e-15 "FYN/CTNNA2/FGFR2/LRP6/FGF10/CDC42/FCGR2B/NOTCH3/SETD1A/CRKL/MAPK1/HIF1A/CDK6/COL1A1/GLI1/FOXP1/AKT3/CREB1/CXCR4/INHBA/SOX9/RRAS/MAP2K2/SMO/RARA/RAF1/KRAS/PDGFRA/EPHA7/NKX2-1/IGF1R/SFRP2/EGFR/NTRK2/ZEB1/EPHB1/BRAF/SKI/NCSTN/FRS2/CTNNB1/MAP2K1/CDH2/PTPN11/SOX2/POU3F2/PBX1/IRS2/EPOR/PAX5/POU3F4/SRC/HSD3B1/MAFB/PRKDC" 55
"BP" "GO:0048514" "blood vessel morphogenesis" "49/334" "349/9111" 1.70722025463137e-16 1.17528636476728e-14 6.22670360645791e-15 "FLT4/PIK3CB/HDAC7/FGFR2/FGF10/NOTCH3/AGO1/HIF1A/KLF5/FLT1/PIK3CG/HOXA13/GAB1/FGF6/VEGFA/NFE2L2/AKT3/PIK3CA/CXCR4/PLCG1/ID1/RRAS/KDR/SMO/PPARG/NOTCH2/PDGFRA/KLF4/YAP1/GATA6/ERBB2/AKT1/SFRP2/RSPO3/NTRK2/HMGA2/EPHB1/HOXB13/LRP5/JAK1/TERT/HEY1/SYK/CTNNB1/CDH2/PIK3CD/WT1/EPHB4/NOTCH4" 49
"BP" "GO:0060562" "epithelial tube morphogenesis" "36/334" "193/9111" 2.87341488974313e-16 1.94401379781932e-14 1.02994453851954e-14 "FGFR2/FGF10/PRKACA/PGR/ESR1/HIF1A/SALL4/MET/GATA3/VEGFA/FOXP1/CXCR4/SOX9/KDR/SMO/HOXD11/FOXA1/RARA/KRAS/NOTCH2/EPHA7/NKX2-1/MYC/YAP1/LGR5/FOXN4/SFRP2/PAK1/SKI/LRP5/CTNNB1/PIK3CD/WT1/PBX1/SRC/NOTCH4" 36
"BP" "GO:1902893" "regulation of miRNA transcription" "19/334" "45/9111" 3.23688939883551e-16 2.15280576288653e-14 1.1405631690812e-14 "ESR1/PDGFB/HIF1A/YY1/KLF5/GATA3/MYB/SOX9/FOXA1/RARA/PPARG/MYCN/KLF4/MYC/GATA6/EGFR/TERT/JUN/WT1" 19
"BP" "GO:0050865" "regulation of cell activation" "51/334" "383/9111" 3.67583474282201e-16 2.40399592180559e-14 1.27364449422341e-14 "FYN/IGF1/GAB2/FGF10/FCGR2B/SMARCE1/JAK2/PDGFB/NFATC2/CD276/TYK2/GATA3/BCL6/MPL/MYB/CD274/PIK3CA/INHBA/CCR7/RAC2/RARA/IL6ST/PDGFRA/TEC/IRF4/ERBB2/VAV1/AKT1/ABL2/ITPKB/ZEB1/BRAF/IKZF3/TNFSF13/DDR2/SYK/STAT6/IGF2/CTNNB1/IL7R/MYD88/YES1/PTPN11/FES/IRS2/SRC/PDCD1LG2/CARD11/CRLF2/PRKDC/LYN" 51
"BP" "GO:0071900" "regulation of protein serine/threonine kinase activity" "32/334" "153/9111" 4.51394551161272e-16 2.90372494878169e-14 1.53840248238742e-14 "PIK3CB/LRP6/MAP3K13/FGFR1/PDGFB/TCL1A/TRIB3/FLT1/CCNE1/PIK3CG/CCND1/CCND3/VEGFA/CCND2/FLT3/MAP2K2/PPARG/ERBB2/AKT1/EGFR/CCNB3/PAK1/HMGA2/KIT/LRP5/MAP2K1/INSR/PTPN1/SRC/TCL1B/MTCP1/LYN" 32
"BP" "GO:0048659" "smooth muscle cell proliferation" "24/334" "81/9111" 5.28714221539873e-16 3.29313429416264e-14 1.74471276113826e-14 "IGF1/FGFR2/NOTCH3/JAK2/PDGFB/FOXP1/MEF2D/MYB/PIK3CA/DNMT1/PPARG/MDM2/IGF1R/AKT1/GNA12/DDR2/TERT/FRS2/CTNNB1/MYD88/DDIT3/JUN/SRC/PRKDC" 24
"BP" "GO:0071902" "positive regulation of protein serine/threonine kinase activity" "24/334" "81/9111" 5.28714221539873e-16 3.29313429416264e-14 1.74471276113826e-14 "MAP3K13/FGFR1/PDGFB/TCL1A/FLT1/PIK3CG/CCND1/CCND3/VEGFA/CCND2/FLT3/MAP2K2/ERBB2/AKT1/EGFR/PAK1/HMGA2/KIT/MAP2K1/INSR/PTPN1/SRC/TCL1B/MTCP1" 24
"BP" "GO:0010631" "epithelial cell migration" "34/334" "176/9111" 6.69514533640062e-16 4.10496098438063e-14 2.1748210591104e-14 "FLT4/PIK3CB/HDAC7/FGF10/MAP4K4/FGF4/FGFR1/PDGFB/HIF1A/ARHGAP5/PIK3CG/MET/GATA3/VEGFA/FOXP1/NFE2L2/AKT3/PIK3CA/PLCG1/SOX9/ID1/RRAS/KDR/PPARG/KLF4/AKT1/KIT/PIK3CD/CALR/PTPN11/IRS2/EPHB4/SRC/TMSB4X" 34
"BP" "GO:0071407" "cellular response to organic cyclic compound" "44/334" "295/9111" 7.23309810783334e-16 4.36656568848277e-14 2.31342004258637e-14 "LRP6/PRKACA/TP63/GNB1/PGR/GNAS/ESR1/JAK2/MAPK1/SOX10/PDGFB/UBR5/PIK3CG/DDX5/COL1A1/NHERF1/FOXP1/CREB1/SGK1/FGF23/FLT3/INHBA/NCOA3/RAP1B/SMO/FOXA1/DNMT1/CDK4/MDM2/PIM1/YAP1/USP8/IGF1R/EGFR/PAK1/NCSTN/ATP1A1/CTNNB1/CALR/FES/WT1/SMYD3/HDAC2/SRC" 44
"BP" "GO:0030098" "lymphocyte differentiation" "41/334" "258/9111" 7.99303620785628e-16 4.69594460983788e-14 2.48792601653249e-14 "CD79B/HDAC4/BCL3/FCGR2B/SMARCE1/CDH17/YY1/LYL1/CDK6/GATA3/BCL6/FOXP1/KMT2A/MYB/FLT3/INHBA/CCR7/RARA/NOTCH2/KAT7/IRF4/STAT4/ERBB2/VAV1/ITPKB/ZEB1/KIT/BRAF/IKZF3/JAK1/SYK/STAT6/CTNNB1/IL7R/PIK3CD/PBX1/PAX5/CARD11/NTRK1/MAFB/PRKDC" 41
"BP" "GO:0090132" "epithelium migration" "34/334" "177/9111" 8.01805017479965e-16 4.69594460983788e-14 2.48792601653249e-14 "FLT4/PIK3CB/HDAC7/FGF10/MAP4K4/FGF4/FGFR1/PDGFB/HIF1A/ARHGAP5/PIK3CG/MET/GATA3/VEGFA/FOXP1/NFE2L2/AKT3/PIK3CA/PLCG1/SOX9/ID1/RRAS/KDR/PPARG/KLF4/AKT1/KIT/PIK3CD/CALR/PTPN11/IRS2/EPHB4/SRC/TMSB4X" 34
"BP" "GO:0030879" "mammary gland development" "23/334" "75/9111" 9.40111372801711e-16 5.42499562775576e-14 2.87417950663062e-14 "FGFR2/FGF10/PGR/ESR1/JAK2/MAPK1/HIF1A/ARHGAP5/AKT2/GATA3/CCND1/VEGFA/CREB1/SOX9/SMO/CYP19A1/AKT1/NRG1/LRP5/STAT6/IRS2/SRC/NOTCH4" 23
"BP" "GO:0090130" "tissue migration" "34/334" "179/9111" 1.14538440455319e-15 6.51375130937205e-14 3.45100564300923e-14 "FLT4/PIK3CB/HDAC7/FGF10/MAP4K4/FGF4/FGFR1/PDGFB/HIF1A/ARHGAP5/PIK3CG/MET/GATA3/VEGFA/FOXP1/NFE2L2/AKT3/PIK3CA/PLCG1/SOX9/ID1/RRAS/KDR/PPARG/KLF4/AKT1/KIT/PIK3CD/CALR/PTPN11/IRS2/EPHB4/SRC/TMSB4X" 34
"BP" "GO:0098781" "ncRNA transcription" "22/334" "69/9111" 1.59867995557039e-15 8.96174306522604e-14 4.74795926654365e-14 "ESR1/PDGFB/HIF1A/YY1/NFATC2/KLF5/ELL/GATA3/DDX5/MYB/SOX9/FOXA1/RARA/PPARG/MYCN/KLF4/MYC/GATA6/EGFR/TERT/JUN/WT1" 22
"BP" "GO:0050679" "positive regulation of epithelial cell proliferation" "28/334" "120/9111" 1.70163742537632e-15 9.40454261574183e-14 4.98255584153927e-14 "IGF1/FLT4/FGFR2/FGF10/CDC42/TP63/FGFR1/PDGFB/HIF1A/CCND1/VEGFA/AKT3/PLCG1/SOX9/KDR/SMO/NOTCH2/MYC/YAP1/ERBB2/AKT1/EGFR/RICTOR/IGF2/CTNNB1/PIK3CD/IRS2/NRAS" 28
"BP" "GO:0035270" "endocrine system development" "24/334" "85/9111" 1.79491202017985e-15 9.78227050998019e-14 5.1826772512503e-14 "FGF10/CRKL/MAPK1/CDK6/RHEB/GATA3/GLI1/CREB1/SOX9/MAP2K2/SMO/RAF1/PDGFRA/NKX2-1/GATA6/AKT1/BRAF/MAP2K1/CDH2/INSR/SOX2/POU3F2/WT1/PBX1" 24
"BP" "GO:0061061" "muscle structure development" "48/334" "356/9111" 1.84028654206077e-15 9.89217039869379e-14 5.24090255309304e-14 "ETV1/IGF1/ERBB3/FGFR2/HDAC4/FGF10/SMARCE1/PDGFB/YY1/NFATC2/KLF5/DDX5/HLF/FGF6/VEGFA/FOXP1/BCL9/MEF2D/CREB1/SOX9/SMO/DNMT1/RARA/KRAS/PDGFRA/MDM2/PAX3/GATA6/AKT1/ZEB1/EPHB1/NRG1/KIT/SKI/HEY1/FRS2/IGF2/CTNNB1/CDH2/DDIT3/CALR/FOXL2/WT1/SMYD3/FGF3/PAX5/NRAS/BORCS8-MEF2B" 48
"BP" "GO:0045860" "positive regulation of protein kinase activity" "32/334" "161/9111" 2.13258302311445e-15 1.13084537604069e-13 5.99125387005836e-14 "IGF1/ERBB3/MAP3K13/FGFR1/HSP90AA1/JAK2/PDGFB/TCL1A/FLT1/PIK3CG/CCND1/CCND3/VEGFA/CCND2/FLT3/CCR7/MAP2K2/IQGAP1/ERBB2/AKT1/EGFR/PAK1/HMGA2/NRG1/KIT/DDR2/MAP2K1/INSR/PTPN1/SRC/TCL1B/MTCP1" 32
"BP" "GO:0006338" "chromatin remodeling" "44/334" "305/9111" 2.54542550881106e-15 1.33176662620995e-13 7.05574088407277e-14 "JARID2/HDAC7/HDAC4/TP63/SMARCE1/KDM5A/KAT6A/MECOM/AURKA/ESR1/JAK2/SETD1A/YY1/UBR5/GATA3/CHD4/BCL6/SF3B1/KMT2A/PIK3CA/NFE2/NCOA3/DEK/SOX9/FOXA1/DNMT1/KAT7/MYC/IRF4/HMGA1/SS18/SETDB1/PAK1/HMGA2/SETBP1/RPS6KA4/PSIP1/IGF2/PPM1D/MYD88/SMYD3/HDAC2/TOP1/TRIM27" 44
"BP" "GO:0048863" "stem cell differentiation" "30/334" "142/9111" 2.92748746523354e-15 1.51150800178637e-13 8.00801626570117e-14 "JARID2/FGFR2/LRP6/CDC42/TP63/ESR1/SETD1A/MAPK1/SOX10/HIF1A/CDK6/CHD4/NFE2L2/SOX9/SMO/FOXA1/PDGFRA/YAP1/GATA6/SFRP2/HMGA2/MSI2/NRG1/KIT/FGF19/CTNNB1/CDH2/MLLT3/HDAC2/PRKDC" 30
"BP" "GO:0060537" "muscle tissue development" "37/334" "219/9111" 3.05095193274241e-15 1.55479680312743e-13 8.23736167760253e-14 "JARID2/IGF1/ERBB3/FGFR2/CDC42/YY1/KLF5/DDX5/HLF/GLI1/VEGFA/FOXP1/BCL9/MEF2D/CREB1/SOX9/SMO/RARA/KRAS/NOTCH2/PDGFRA/PIM1/YAP1/GATA6/EPHB1/NRG1/SKI/HEY1/FRS2/IGF2/CTNNB1/CALR/FES/FOXL2/WT1/FGF3/PAX5" 37
"BP" "GO:0048660" "regulation of smooth muscle cell proliferation" "23/334" "79/9111" 3.36454823319909e-15 1.6926265727017e-13 8.96758807094225e-14 "IGF1/FGFR2/NOTCH3/JAK2/PDGFB/FOXP1/MEF2D/MYB/PIK3CA/DNMT1/PPARG/MDM2/IGF1R/AKT1/GNA12/DDR2/TERT/FRS2/CTNNB1/MYD88/JUN/SRC/PRKDC" 23
"BP" "GO:0048661" "positive regulation of smooth muscle cell proliferation" "19/334" "50/9111" 3.41415238960228e-15 1.69583974389865e-13 8.98461155158494e-14 "IGF1/FGFR2/NOTCH3/JAK2/PDGFB/FOXP1/MEF2D/MYB/PIK3CA/DNMT1/MDM2/IGF1R/AKT1/DDR2/TERT/FRS2/MYD88/JUN/SRC" 19
"BP" "GO:0010586" "miRNA metabolic process" "20/334" "57/9111" 3.85327980517092e-15 1.89003374443634e-13 1.00134573884376e-13 "ESR1/PDGFB/HIF1A/YY1/KLF5/GATA3/DDX5/MYB/SOX9/FOXA1/RARA/PPARG/MYCN/KLF4/MYC/GATA6/EGFR/TERT/JUN/WT1" 20
"BP" "GO:0050867" "positive regulation of cell activation" "38/334" "233/9111" 4.14766261275002e-15 2.00931211017667e-13 1.06453978689815e-13 "FYN/IGF1/GAB2/FGF10/SMARCE1/JAK2/NFATC2/CD276/TYK2/GATA3/BCL6/MPL/MYB/CD274/PIK3CA/CCR7/RARA/IL6ST/VAV1/AKT1/ABL2/ITPKB/TNFSF13/DDR2/SYK/STAT6/IGF2/IL7R/MYD88/YES1/PTPN11/IRS2/SRC/PDCD1LG2/CARD11/CRLF2/PRKDC/LYN" 38
"BP" "GO:0070372" "regulation of ERK1 and ERK2 cascade" "33/334" "176/9111" 4.59647623832292e-15 2.19958204380233e-13 1.1653453877648e-13 "IGF1/FLT4/ROS1/FGFR2/FGFR3/FGF10/FGF4/CRKL/PDGFB/NHERF1/FGF23/INHBA/CCR7/RRAS/RAP1B/KDR/NOTCH2/PDGFRA/EPHA7/ERBB2/EGFR/EPHB1/NRG1/BRAF/FGF19/SYK/FRS2/MAP2K1/PTPN11/PTPN1/SRC/NTRK1/LYN" 33
"BP" "GO:0071345" "cellular response to cytokine stimulus" "55/334" "466/9111" 4.72432769287864e-15 2.23106267686117e-13 1.18202392478159e-13 "JARID2/WAS/TNFRSF17/HDAC4/CDC42/PRKACA/FGF4/JAK2/CRKL/MAPK1/PDGFB/HIF1A/TCL1A/YY1/KLF5/IKBKB/TYK2/GATA3/COL1A1/SRSF3/FOXP1/NFE2L2/MPL/CREB1/FGF23/CSF3R/CXCR4/FLT3/INHBA/SOX9/CCR7/RAF1/PPARG/IL6ST/CDK4/KLF4/YAP1/STAT4/AKT1/EIF4A2/KIT/RPS6KA4/JAK1/SYK/STAT6/IL7R/MYD88/PTPN11/EPOR/PTPN1/SRC/TMSB4X/CRLF2/LYN/IKBKE" 55
"BP" "GO:0051249" "regulation of lymphocyte activation" "43/334" "297/9111" 4.77597514924409e-15 2.23106267686117e-13 1.18202392478159e-13 "FYN/IGF1/FGF10/FCGR2B/SMARCE1/JAK2/NFATC2/CD276/TYK2/GATA3/BCL6/MPL/CD274/PIK3CA/INHBA/CCR7/RAC2/RARA/IL6ST/IRF4/ERBB2/VAV1/AKT1/ABL2/ITPKB/ZEB1/BRAF/IKZF3/TNFSF13/SYK/STAT6/IGF2/CTNNB1/IL7R/MYD88/YES1/PTPN11/IRS2/SRC/PDCD1LG2/CARD11/PRKDC/LYN" 43
"BP" "GO:0006325" "chromatin organization" "50/334" "393/9111" 4.84419199431467e-15 2.23630698655186e-13 1.18480237631845e-13 "JARID2/HDAC7/HDAC4/TP63/SMARCE1/KDM5A/KAT6A/MECOM/AURKA/ESR1/JAK2/SETD1A/YY1/UBR5/GATA3/CHD4/BCL6/SF3B1/KMT2A/PIK3CA/NFE2/NCOA3/DEK/SOX9/FOXA1/DNMT1/KAT7/MYC/IRF4/HMGA1/SS18/BRD4/SETDB1/MKI67/PAK1/HMGA2/SETBP1/RPS6KA4/PSIP1/IGF2/PPM1D/MLLT3/MYD88/TBL1XR1/SOX2/SMYD3/TRRAP/HDAC2/TOP1/TRIM27" 50
"BP" "GO:0140747" "regulation of ncRNA transcription" "19/334" "51/9111" 5.26213007305586e-15 2.37340211570933e-13 1.25743580088147e-13 "ESR1/PDGFB/HIF1A/YY1/KLF5/GATA3/MYB/SOX9/FOXA1/RARA/PPARG/MYCN/KLF4/MYC/GATA6/EGFR/TERT/JUN/WT1" 19
